Dealer,Product,Region,Inventory_Level,Consumption_Pattern,Stock_Movement,Risk_Level,Stockout_Risk,Seasonality,Forecast_Requirement,Alert
Dealer_B,Product_W,South,684.0,39.0,spike,low,False,high_demand,6099.0,False
Dealer_B,Product_W,South,138.0,75.0,normal,medium,True,steady,5519.0,False
Dealer_B,Product_W,South,113.0,43.0,drop,high,True,low_demand,6771.0,True
Dealer_C,Product_W,Central,883.0,30.0,spike,low,True,low_demand,9225.0,False
Dealer_A,Product_X,East,659.0,84.0,drop,medium,False,steady,1769.0,True
Dealer_B,Product_V,East,895.0,33.0,normal,low,False,high_demand,6769.0,False
Dealer_E,Product_V,Central,741.0,58.0,drop,high,False,steady,296.0,True
Dealer_A,Product_X,West,190.0,51.0,normal,high,True,steady,1716.0,True
,,South,520.0,45.0,drop,low,True,low_demand,7529.0,False
Dealer_C,Product_Y,North,1345.0,50.0,drop,low,False,steady,4214.0,False
Dealer_D,Product_X,Central,5196.653306613226,518.7274549098196,drop,high,True,high_demand,52874.19839679359,True
Dealer_D,Product_Y,South,563.0,27.0,spike,medium,False,low_demand,6250.0,True
Dealer_B,Product_Y,North,745.0,80.0,spike,low,False,high_demand,4090.0,False
Dealer_D,Product_X,North,38.0,85.0,spike,high,False,steady,2329.0,True
Dealer_B,Product_W,West,480.0,90.0,normal,high,True,high_demand,7902.0,True
,,South,520.0,12.0,spike,medium,False,low_demand,5893.0,True
Dealer_C,Product_Z,West,176.0,13.0,spike,high,True,steady,2533.0,True
Dealer_D,Product_X,Central,917.0,48.0,drop,low,False,steady,3704.0,True
Dealer_B,Product_W,Central,668.0,20.0,drop,high,True,low_demand,8990.0,False
Dealer_C,Product_W,North,90.0,64.0,spike,medium,True,steady,6318.0,True
Dealer_D,Product_W,Central,706.0,10.0,normal,low,False,high_demand,6873.0,False
Dealer_E,Product_Z,West,5196.653306613226,518.7274549098196,normal,low,False,high_demand,52874.19839679359,True
Dealer_B,Product_Y,Central,93.0,17.0,spike,medium,True,low_demand,1225.0,False
Dealer_A,Product_Z,Central,287.0,46.0,normal,high,False,steady,2825.0,True
Dealer_B,Product_Z,East,989.0,76.0,normal,high,False,low_demand,7114.0,False
Dealer_A,Product_V,Central,758.0,63.0,normal,high,False,steady,1723.0,False
Dealer_B,Product_V,South,304.0,70.0,drop,high,True,steady,5769.0,False
Dealer_D,Product_V,East,206.0,51.0,drop,medium,True,low_demand,8643.0,False
Dealer_A,Product_Z,Central,441.0,94.0,drop,medium,True,steady,841.0,False
Dealer_C,Product_X,East,534.0,52.0,drop,low,True,steady,8106.0,True
Dealer_E,Product_Y,Central,794.0,1.0,spike,low,True,low_demand,5570.0,True
Dealer_E,Product_W,East,21.0,64.0,normal,low,True,low_demand,1710.0,True
Dealer_B,Product_W,Central,240.0,30.0,spike,high,True,steady,5298.0,False
Dealer_D,Product_V,Central,753.0,59.0,drop,low,False,high_demand,993.0,True
Dealer_E,Product_W,South,178.0,57.0,spike,low,True,steady,3971.0,True
,,North,279.0,6.0,drop,high,True,steady,5298.0,False
Dealer_B,Product_Y,Central,866.0,136.0,drop,low,False,low_demand,5298.0,False
Dealer_B,Product_W,North,973.0,51.0,normal,medium,True,low_demand,4312.0,True
Dealer_C,Product_Z,East,995.0,76.0,normal,low,False,high_demand,6139.0,False
Dealer_E,Product_X,North,452.0,9.0,spike,low,True,low_demand,7408.0,False
Dealer_D,Product_W,West,627.0,51.0,drop,medium,False,steady,5706.0,False
Dealer_E,Product_Z,East,171.0,24.0,spike,low,True,high_demand,938.0,False
Dealer_D,Product_Y,West,904.0,70.0,drop,high,True,steady,3756.0,True
Dealer_C,Product_Y,West,54.0,44.0,spike,high,False,steady,4545.0,False
Dealer_C,Product_Z,East,48.0,136.0,drop,low,False,low_demand,9489.0,False
Dealer_C,Product_Y,South,520.0,77.0,drop,medium,False,steady,2978.0,True
Dealer_E,Product_Z,West,267.0,45.0,normal,low,False,high_demand,5298.0,False
Dealer_E,Product_V,Central,954.0,91.0,drop,low,True,low_demand,7303.0,True
Dealer_C,Product_V,East,527.0,71.0,drop,high,False,low_demand,1551.0,True
Dealer_A,Product_V,East,428.0,44.0,spike,low,True,low_demand,2957.0,True
Dealer_E,Product_V,East,1345.0,64.0,drop,low,False,steady,5052.0,False
Dealer_A,Product_Y,West,21.0,5.0,drop,medium,False,high_demand,4183.0,False
Dealer_D,Product_V,East,719.0,136.0,drop,low,False,low_demand,5676.0,True
Dealer_A,Product_Z,Central,590.0,91.0,spike,low,False,low_demand,5607.0,False
Dealer_A,Product_X,South,986.0,51.0,spike,high,False,low_demand,4540.0,False
Dealer_B,Product_V,Central,607.0,72.0,spike,low,False,high_demand,3065.0,False
Dealer_C,Product_X,South,177.0,42.0,drop,high,False,high_demand,1240.0,False
Dealer_B,Product_Z,South,181.0,51.0,spike,low,True,steady,6946.0,False
Dealer_C,Product_Z,North,761.0,136.0,spike,medium,False,low_demand,3040.0,False
Dealer_C,Product_Z,Central,333.0,3.0,drop,medium,False,low_demand,7555.0,False
Dealer_E,Product_V,Central,382.0,34.0,normal,medium,False,steady,9472.0,False
Dealer_B,Product_Y,West,981.0,75.0,normal,low,False,low_demand,2919.0,True
Dealer_A,Product_W,North,518.0,55.0,spike,low,True,low_demand,333.0,True
Dealer_B,Product_Z,West,561.0,31.0,drop,medium,True,steady,8789.0,True
Dealer_C,Product_Y,East,793.0,76.0,spike,high,True,steady,6752.0,False
Dealer_E,Product_X,South,211.0,18.0,normal,high,False,steady,9430.0,False
Dealer_E,Product_W,West,785.0,15.0,drop,low,True,high_demand,2770.0,True
Dealer_A,Product_X,East,905.0,42.0,normal,medium,False,low_demand,5968.0,False
Dealer_E,Product_X,Central,316.0,44.0,drop,medium,False,low_demand,6154.0,False
Dealer_A,Product_W,South,848.0,67.0,drop,high,True,low_demand,6827.0,False
Dealer_A,Product_Z,West,245.0,11.0,normal,low,False,high_demand,7007.0,False
Dealer_D,Product_X,Central,631.0,61.0,spike,low,False,high_demand,704.0,True
Dealer_B,Product_Y,Central,1345.0,72.0,drop,low,False,low_demand,13546.0,True
Dealer_A,Product_V,North,977.0,76.0,normal,high,True,high_demand,502.0,True
Dealer_A,Product_Y,North,476.0,95.0,drop,low,True,steady,7066.0,True
Dealer_A,Product_Y,South,857.0,75.0,drop,low,False,low_demand,5076.0,True
Dealer_B,Product_W,East,890.0,94.0,spike,medium,True,high_demand,7744.0,True
Dealer_A,Product_W,West,635.0,1.0,drop,low,True,low_demand,4755.0,True
Dealer_E,Product_Z,North,581.0,16.0,normal,low,False,low_demand,5298.0,True
Dealer_A,Product_V,South,277.0,83.0,normal,medium,True,steady,4693.0,False
Dealer_A,Product_Y,East,141.0,32.0,spike,low,False,low_demand,4235.0,False
,,East,520.0,22.0,normal,medium,False,low_demand,7711.0,False
Dealer_A,Product_W,West,723.0,66.0,drop,medium,True,low_demand,3734.0,False
Dealer_A,Product_W,Central,767.0,96.0,normal,medium,True,steady,13546.0,False
Dealer_A,Product_W,West,520.0,16.0,drop,low,False,high_demand,7836.0,True
Dealer_B,Product_W,Central,665.0,68.0,normal,low,False,steady,6599.0,True
Dealer_A,Product_X,West,525.0,15.0,drop,medium,True,high_demand,1560.0,True
Dealer_C,Product_W,South,735.0,1.0,normal,medium,False,low_demand,6190.0,True
Dealer_A,Product_X,East,545.0,53.0,spike,low,False,high_demand,8575.0,False
Dealer_A,Product_Z,South,42.0,24.0,normal,high,False,low_demand,8703.0,True
Dealer_C,Product_W,South,878.0,84.0,drop,low,True,steady,7693.0,True
Dealer_B,Product_V,North,83.0,54.0,spike,high,False,high_demand,5209.0,True
Dealer_A,Product_W,West,972.0,11.0,drop,low,True,low_demand,2572.0,True
Dealer_A,Product_X,South,677.0,51.0,normal,high,False,low_demand,2923.0,True
Dealer_B,Product_V,South,730.0,14.0,drop,low,False,low_demand,13546.0,True
Dealer_A,Product_Y,Central,1345.0,42.0,spike,low,False,steady,7294.0,False
Dealer_E,Product_X,East,886.0,88.0,normal,low,True,high_demand,5122.0,False
Dealer_A,Product_W,South,865.0,84.0,spike,medium,True,low_demand,916.0,False
Dealer_D,Product_X,Central,444.0,51.0,spike,low,False,steady,7804.0,False
Dealer_D,Product_Y,North,359.0,57.0,normal,high,True,low_demand,6302.0,True
Dealer_A,Product_W,North,148.0,3.0,normal,high,False,steady,6111.0,True
Dealer_A,Product_Y,North,663.0,26.0,drop,medium,True,low_demand,5298.0,True
Dealer_D,Product_X,North,429.0,61.0,drop,low,True,high_demand,8750.0,True
Dealer_B,Product_Z,Central,792.0,70.0,drop,medium,True,high_demand,7359.0,True
,,Central,5196.653306613226,518.7274549098196,normal,low,False,steady,52874.19839679359,True
Dealer_D,Product_Z,West,701.0,80.0,drop,medium,False,high_demand,5362.0,True
Dealer_E,Product_W,Central,409.0,26.0,drop,medium,False,low_demand,8072.0,True
Dealer_E,Product_X,South,754.0,136.0,drop,high,True,steady,1222.0,False
Dealer_E,Product_Y,North,790.0,41.0,drop,low,False,high_demand,4593.0,False
Dealer_D,Product_Z,West,378.0,90.0,normal,low,True,steady,7167.0,True
Dealer_E,Product_W,North,900.0,74.0,spike,medium,True,low_demand,7433.0,True
Dealer_E,Product_Z,South,343.0,2.0,spike,low,True,steady,8666.0,False
,,Central,933.0,136.0,spike,high,False,steady,8546.0,False
Dealer_E,Product_Z,South,445.0,29.0,drop,medium,True,steady,6202.0,True
Dealer_B,Product_V,West,987.0,17.0,drop,low,True,low_demand,3702.0,True
Dealer_C,Product_X,South,712.0,136.0,drop,medium,False,high_demand,5071.0,False
Dealer_C,Product_Y,South,576.0,51.0,drop,medium,False,high_demand,8815.0,True
Dealer_D,Product_W,North,400.0,96.0,drop,high,False,steady,5760.0,True
Dealer_E,Product_Z,North,141.0,60.0,spike,medium,True,high_demand,9521.0,False
Dealer_D,Product_X,Central,479.0,90.0,normal,high,False,high_demand,2296.0,False
Dealer_E,Product_X,West,951.0,76.0,spike,medium,True,low_demand,7020.0,False
Dealer_E,Product_Y,South,481.0,2.0,drop,high,False,low_demand,2199.0,False
Dealer_A,Product_W,East,,,drop,low,True,steady,,True
Dealer_B,Product_Y,East,953.0,7.0,normal,low,False,high_demand,3024.0,True
Dealer_B,Product_X,North,191.0,51.0,drop,medium,True,low_demand,7160.0,False
Dealer_E,Product_V,Central,702.0,61.0,normal,high,True,high_demand,13546.0,True
Dealer_A,Product_Y,West,300.0,51.0,drop,medium,True,steady,8007.0,False
Dealer_C,Product_Y,Central,634.0,97.0,spike,high,True,steady,6802.0,True
Dealer_B,Product_V,Central,366.0,46.0,drop,high,True,high_demand,1317.0,True
Dealer_C,Product_Y,South,480.0,85.0,drop,high,False,high_demand,3168.0,True
Dealer_A,Product_W,North,716.0,13.0,spike,high,True,low_demand,5336.0,False
Dealer_D,Product_W,West,440.0,68.0,drop,low,True,steady,5298.0,True
Dealer_C,Product_Y,East,117.0,7.0,normal,high,False,steady,7059.0,False
Dealer_E,Product_V,North,178.0,39.0,drop,low,False,low_demand,3873.0,False
Dealer_C,Product_X,East,266.0,12.0,drop,high,False,steady,5849.0,True
Dealer_A,Product_X,East,804.0,74.0,normal,high,False,steady,5298.0,True
Dealer_E,Product_V,East,802.0,136.0,drop,low,True,low_demand,5298.0,False
Dealer_A,Product_X,West,554.0,51.0,spike,medium,True,high_demand,8356.0,False
Dealer_A,Product_W,North,606.0,4.0,normal,low,False,low_demand,336.0,False
Dealer_E,Product_X,North,868.0,87.0,normal,medium,True,steady,4226.0,False
Dealer_E,Product_X,East,646.0,5.0,drop,low,False,high_demand,125.0,True
Dealer_A,Product_X,South,694.0,62.0,normal,low,True,low_demand,9146.0,True
Dealer_D,Product_W,East,632.0,61.0,spike,low,False,low_demand,13546.0,True
Dealer_B,Product_V,South,629.0,96.0,spike,high,True,high_demand,4143.0,True
Dealer_D,Product_X,East,701.0,52.0,normal,high,False,high_demand,1964.0,False
Dealer_B,Product_Y,Central,18.0,5.0,normal,high,False,steady,4483.0,True
Dealer_D,Product_Z,Central,243.0,74.0,drop,high,True,low_demand,8363.0,False
Dealer_D,Product_X,West,108.0,14.0,spike,low,False,high_demand,6719.0,True
Dealer_E,Product_Y,West,927.0,42.0,spike,low,False,steady,1229.0,False
Dealer_B,Product_Z,North,5196.653306613226,518.7274549098196,normal,high,False,steady,52874.19839679359,True
Dealer_E,Product_Y,Central,804.0,75.0,drop,medium,False,low_demand,6626.0,False
,,Central,394.0,46.0,drop,medium,False,high_demand,1270.0,True
Dealer_E,Product_X,East,918.0,41.0,normal,medium,False,low_demand,1678.0,False
,,Central,,,drop,high,False,low_demand,,True
Dealer_C,Product_Z,South,520.0,64.0,spike,low,True,steady,2286.0,False
Dealer_B,Product_X,South,265.0,51.0,spike,medium,True,high_demand,9580.0,True
Dealer_E,Product_X,North,248.0,49.0,spike,medium,False,low_demand,2961.0,True
Dealer_A,Product_V,Central,344.0,28.0,normal,low,False,steady,8892.0,False
Dealer_A,Product_W,South,54.0,4.0,drop,medium,False,high_demand,1549.0,True
Dealer_B,Product_Y,West,488.0,77.0,drop,medium,True,low_demand,5608.0,False
Dealer_A,Product_X,North,995.0,51.0,spike,low,True,low_demand,2127.0,False
Dealer_A,Product_V,North,18.0,39.0,normal,low,True,steady,7926.0,False
Dealer_C,Product_V,West,774.0,63.0,normal,low,True,steady,8769.0,False
Dealer_D,Product_Z,Central,828.0,82.0,drop,low,True,high_demand,7932.0,False
Dealer_B,Product_W,East,585.0,35.0,spike,high,False,high_demand,4194.0,False
Dealer_D,Product_Y,North,153.0,55.0,drop,low,False,high_demand,3586.0,False
Dealer_E,Product_X,Central,,,spike,low,False,high_demand,,False
Dealer_E,Product_V,North,159.0,72.0,spike,low,False,high_demand,7621.0,True
Dealer_A,Product_Y,South,965.0,45.0,drop,low,False,low_demand,3047.0,False
Dealer_B,Product_Y,East,5196.653306613226,518.7274549098196,normal,medium,False,steady,52874.19839679359,True
Dealer_C,Product_Z,Central,540.0,3.0,spike,high,True,low_demand,4971.0,False
Dealer_E,Product_V,Central,989.0,68.0,drop,low,False,low_demand,774.0,True
Dealer_A,Product_V,East,176.0,55.0,spike,high,False,steady,1567.0,True
Dealer_E,Product_W,North,67.0,59.0,normal,low,False,steady,3404.0,False
Dealer_B,Product_W,East,520.0,50.0,drop,high,False,low_demand,8863.0,True
Dealer_C,Product_W,East,510.0,51.0,drop,medium,True,low_demand,9792.0,True
Dealer_D,Product_Z,East,279.0,79.0,spike,low,False,high_demand,773.0,True
Dealer_E,Product_W,West,790.0,51.0,spike,low,False,low_demand,6676.0,True
Dealer_C,Product_V,North,409.0,94.0,normal,low,False,high_demand,5559.0,True
Dealer_A,Product_Z,Central,,,normal,high,True,steady,,True
Dealer_E,Product_Y,Central,854.0,54.0,spike,low,True,high_demand,6998.0,False
Dealer_D,Product_Z,Central,343.0,54.0,drop,medium,True,steady,9534.0,True
Dealer_A,Product_V,North,311.0,38.0,normal,low,True,low_demand,9116.0,False
Dealer_B,Product_V,North,487.0,45.0,spike,high,True,steady,6651.0,True
Dealer_A,Product_V,West,400.0,58.0,normal,high,True,low_demand,1366.0,True
Dealer_D,Product_Z,Central,216.0,27.0,spike,low,True,low_demand,7350.0,True
Dealer_D,Product_V,East,811.0,20.0,spike,medium,False,low_demand,5499.0,False
Dealer_D,Product_W,Central,549.0,66.0,spike,high,True,high_demand,1184.0,False
Dealer_E,Product_X,Central,880.0,36.0,drop,high,False,low_demand,8620.0,False
Dealer_D,Product_W,West,859.0,31.0,drop,low,True,steady,4158.0,False
Dealer_C,Product_W,East,651.0,89.0,spike,medium,False,steady,4205.0,True
Dealer_B,Product_Y,East,748.0,79.0,drop,medium,False,high_demand,9772.0,False
Dealer_C,Product_V,Central,520.0,9.0,normal,low,False,steady,9803.0,False
Dealer_A,Product_Z,West,784.0,69.0,spike,medium,True,steady,5298.0,True
,,Central,354.0,33.0,drop,medium,False,low_demand,5481.0,True
Dealer_D,Product_V,East,749.0,4.0,drop,low,True,low_demand,7959.0,False
Dealer_B,Product_W,East,,,spike,high,False,steady,,False
Dealer_A,Product_Y,West,877.0,83.0,spike,high,False,low_demand,5298.0,False
Dealer_E,Product_X,West,472.0,11.0,drop,high,False,low_demand,4295.0,False
Dealer_C,Product_X,East,52.0,78.0,normal,low,True,low_demand,8333.0,True
Dealer_B,Product_X,South,116.0,57.0,normal,low,False,low_demand,5298.0,True
Dealer_A,Product_V,West,,,spike,low,True,steady,,True
Dealer_C,Product_Z,North,551.0,5.0,normal,low,False,steady,3428.0,True
Dealer_B,Product_W,Central,628.0,42.0,spike,medium,False,steady,8416.0,False
Dealer_A,Product_X,North,5196.653306613226,518.7274549098196,drop,low,False,low_demand,52874.19839679359,False
Dealer_A,Product_W,South,520.0,65.0,normal,high,False,steady,2527.0,True
Dealer_B,Product_V,North,,,spike,high,True,low_demand,,False
Dealer_D,Product_Y,West,929.0,12.0,drop,low,True,low_demand,8476.0,True
Dealer_C,Product_X,East,39.0,26.0,spike,high,False,steady,4497.0,True
Dealer_D,Product_W,East,832.0,29.0,drop,high,True,steady,2740.0,False
Dealer_B,Product_X,North,520.0,136.0,drop,low,False,low_demand,1764.0,True
Dealer_B,Product_Z,East,189.0,23.0,spike,medium,True,low_demand,6538.0,True
Dealer_E,Product_Y,Central,,,drop,medium,True,low_demand,,True
Dealer_D,Product_V,West,989.0,62.0,normal,low,False,steady,4769.0,True
Dealer_B,Product_Y,Central,511.0,58.0,drop,medium,False,high_demand,5193.0,False
Dealer_B,Product_Z,North,195.0,22.0,drop,low,True,high_demand,1222.0,False
Dealer_B,Product_V,East,,,spike,medium,True,high_demand,,True
Dealer_B,Product_X,South,561.0,136.0,normal,high,True,steady,552.0,False
Dealer_B,Product_X,North,734.0,98.0,normal,high,False,low_demand,6867.0,True
Dealer_A,Product_X,North,774.0,4.0,normal,high,False,steady,589.0,True
Dealer_B,Product_Z,East,204.0,25.0,spike,low,False,low_demand,1662.0,True
Dealer_A,Product_V,Central,520.0,13.0,drop,high,True,high_demand,4088.0,True
Dealer_E,Product_W,East,161.0,99.0,normal,medium,False,low_demand,1818.0,False
Dealer_C,Product_X,North,360.0,72.0,spike,medium,True,low_demand,1063.0,False
Dealer_A,Product_Y,South,499.0,16.0,drop,low,False,high_demand,1499.0,False
Dealer_A,Product_Z,North,928.0,136.0,spike,low,False,low_demand,1655.0,False
Dealer_A,Product_V,East,748.0,33.0,normal,low,True,low_demand,4030.0,False
Dealer_D,Product_W,East,282.0,32.0,normal,medium,False,high_demand,372.0,True
Dealer_A,Product_Y,North,258.0,96.0,drop,high,False,steady,7803.0,False
Dealer_A,Product_V,East,750.0,6.0,drop,medium,True,steady,7517.0,True
Dealer_A,Product_Z,North,18.0,17.0,drop,medium,False,low_demand,6032.0,True
Dealer_D,Product_W,East,891.0,50.0,drop,high,False,low_demand,8584.0,False
Dealer_A,Product_X,Central,774.0,136.0,spike,medium,False,low_demand,335.0,False
Dealer_B,Product_Z,East,798.0,8.0,spike,low,False,steady,6750.0,False
Dealer_B,Product_V,West,100.0,20.0,drop,low,True,low_demand,2618.0,True
Dealer_A,Product_Z,West,408.0,52.0,drop,high,True,high_demand,3331.0,False
Dealer_A,Product_Y,South,494.0,11.0,normal,low,True,low_demand,8323.0,False
Dealer_B,Product_Z,South,520.0,72.0,drop,low,False,low_demand,5579.0,True
Dealer_E,Product_Z,Central,278.0,86.0,drop,medium,False,low_demand,9673.0,True
,,North,109.0,90.0,spike,high,True,low_demand,1257.0,False
Dealer_C,Product_W,West,775.0,76.0,normal,medium,True,steady,6535.0,False
Dealer_D,Product_Z,South,42.0,81.0,drop,low,True,low_demand,3238.0,True
Dealer_C,Product_Y,West,268.0,99.0,spike,low,True,low_demand,5298.0,False
Dealer_B,Product_V,East,956.0,59.0,normal,low,False,high_demand,9651.0,False
Dealer_B,Product_V,West,5196.653306613226,518.7274549098196,drop,low,False,steady,52874.19839679359,True
Dealer_C,Product_V,South,482.0,62.0,drop,low,False,low_demand,9902.0,True
Dealer_B,Product_Y,West,520.0,74.0,drop,high,True,steady,9010.0,False
Dealer_B,Product_Y,Central,243.0,21.0,drop,high,False,steady,2204.0,False
,,Central,676.0,72.0,drop,low,False,low_demand,8942.0,True
Dealer_D,Product_V,Central,392.0,14.0,normal,low,False,high_demand,4876.0,False
Dealer_A,Product_X,North,349.0,69.0,drop,medium,True,low_demand,2080.0,True
Dealer_A,Product_W,South,213.0,80.0,spike,low,True,low_demand,3823.0,False
Dealer_C,Product_V,West,,,drop,medium,False,high_demand,,False
Dealer_B,Product_X,West,557.0,45.0,drop,medium,False,steady,5626.0,True
Dealer_A,Product_W,East,5196.653306613226,518.7274549098196,normal,low,False,high_demand,52874.19839679359,True
Dealer_E,Product_Y,West,708.0,136.0,spike,medium,False,high_demand,4822.0,True
Dealer_B,Product_Y,North,1345.0,13.0,normal,medium,True,steady,5298.0,True
Dealer_C,Product_V,East,968.0,21.0,spike,low,True,steady,7056.0,False
Dealer_E,Product_V,West,981.0,30.0,drop,medium,True,high_demand,3849.0,True
Dealer_A,Product_Y,West,21.0,48.0,drop,low,False,steady,1458.0,True
Dealer_C,Product_V,Central,905.0,59.0,drop,low,True,high_demand,7166.0,False
Dealer_B,Product_V,East,471.0,47.0,drop,medium,False,steady,5877.0,False
Dealer_E,Product_Y,Central,991.0,29.0,drop,low,True,low_demand,1346.0,False
Dealer_A,Product_V,Central,449.0,51.0,normal,high,False,low_demand,4068.0,True
Dealer_D,Product_Z,East,83.0,60.0,spike,high,True,steady,4222.0,True
Dealer_D,Product_X,West,790.0,81.0,drop,low,True,low_demand,4930.0,True
Dealer_D,Product_V,Central,825.0,21.0,normal,high,True,high_demand,6718.0,True
Dealer_A,Product_W,North,139.0,6.0,normal,high,False,steady,7421.0,True
Dealer_B,Product_W,East,310.0,61.0,normal,medium,True,low_demand,3702.0,False
Dealer_D,Product_Z,East,1345.0,49.0,drop,medium,True,high_demand,1214.0,False
Dealer_A,Product_Z,Central,805.0,64.0,drop,medium,False,steady,8228.0,True
Dealer_A,Product_Z,East,190.0,53.0,drop,high,False,high_demand,5894.0,True
Dealer_C,Product_W,North,757.0,31.0,drop,medium,True,high_demand,9599.0,True
Dealer_E,Product_Z,West,909.0,27.0,normal,low,True,low_demand,6159.0,True
Dealer_A,Product_Z,Central,579.0,13.0,spike,high,True,low_demand,3940.0,False
,,Central,196.0,61.0,drop,low,False,high_demand,5046.0,True
Dealer_B,Product_X,Central,,,spike,low,True,low_demand,,True
,,West,367.0,51.0,drop,high,True,low_demand,7143.0,False
Dealer_D,Product_W,West,91.0,1.0,normal,high,True,high_demand,6758.0,False
Dealer_C,Product_V,South,954.0,90.0,spike,medium,False,steady,8653.0,True
Dealer_C,Product_V,North,678.0,99.0,drop,medium,False,steady,7138.0,False
Dealer_E,Product_W,North,979.0,51.0,drop,high,True,steady,3601.0,True
Dealer_C,Product_Y,North,167.0,74.0,drop,medium,False,high_demand,8104.0,True
Dealer_B,Product_V,East,105.0,51.0,drop,low,False,steady,9727.0,True
Dealer_B,Product_X,East,74.0,42.0,drop,high,True,high_demand,6219.0,True
Dealer_A,Product_Z,West,444.0,14.0,drop,medium,False,steady,2851.0,True
Dealer_C,Product_Y,South,590.0,69.0,normal,medium,False,high_demand,2249.0,True
Dealer_A,Product_X,East,64.0,9.0,spike,low,False,low_demand,6492.0,True
Dealer_A,Product_V,Central,633.0,51.0,drop,high,False,low_demand,13546.0,True
Dealer_D,Product_W,East,520.0,54.0,normal,medium,False,steady,2924.0,False
Dealer_A,Product_Y,West,700.0,96.0,drop,high,True,steady,4330.0,True
,,North,373.0,66.0,drop,high,False,steady,3442.0,False
Dealer_C,Product_W,East,486.0,48.0,spike,medium,False,high_demand,7597.0,False
Dealer_B,Product_X,South,692.0,136.0,drop,medium,True,steady,7727.0,False
Dealer_A,Product_V,South,635.0,13.0,spike,low,False,low_demand,1946.0,True
Dealer_D,Product_Y,Central,,,normal,high,True,low_demand,,True
Dealer_E,Product_X,North,297.0,54.0,normal,medium,False,low_demand,502.0,True
Dealer_E,Product_Z,East,29.0,33.0,drop,medium,False,low_demand,5534.0,True
Dealer_D,Product_W,South,607.0,91.0,normal,low,False,low_demand,2322.0,False
Dealer_E,Product_X,Central,586.0,99.0,spike,high,False,steady,3170.0,False
,,East,484.0,30.0,drop,medium,False,low_demand,1793.0,True
Dealer_A,Product_V,Central,994.0,94.0,drop,medium,True,high_demand,7873.0,True
Dealer_D,Product_X,South,78.0,46.0,spike,medium,False,high_demand,6167.0,True
Dealer_B,Product_X,North,445.0,31.0,drop,low,True,low_demand,3874.0,False
Dealer_E,Product_Y,East,847.0,83.0,spike,medium,False,steady,3210.0,True
Dealer_C,Product_V,South,,,drop,high,False,low_demand,,False
Dealer_D,Product_X,North,272.0,18.0,drop,low,False,low_demand,5889.0,True
