,Dealer_ID,Product_ID,Quantity,Consumption,Location,Consumption_Level,Quantity_consumption_ratios
71,0,0,-1.257505311817969,-1.402897558136763,2,1,3.6666666666666665
72,0,0,-0.05630037863271783,-0.7064903981338014,1,1,5.888888888888889
73,0,0,1.2611501932478804,-0.010083238130839736,0,2,7.25
74,0,0,0.21493944498975825,-0.010083238130839736,1,2,5.0
75,0,0,-1.0250140344272753,-0.4743546781328142,0,1,2.8
76,0,0,-0.9087683957319284,1.614866801876071,0,0,1.631578947368421
77,0,0,-1.4124994967450981,-0.24221895813182698,2,2,1.6363636363636365
78,0,0,0.8736647309300573,-1.6350332781377503,1,1,15.4
79,0,0,0.13744235252619366,-0.9386261181347887,2,1,7.25
80,0,0,0.9511618233936219,-0.7064903981338014,1,1,8.777777777777779
81,0,0,0.5636763610757989,-0.24221895813182698,0,2,6.2727272727272725
82,0,0,-1.4512480429768806,-1.1707618381357758,2,1,2.4285714285714284
83,0,0,-1.7224878665993566,1.1505953618740965,1,0,0.5882352941176471
84,0,0,0.4861792686122343,-0.4743546781328142,0,1,6.7
85,0,0,0.9124132771618396,-1.1707618381357758,1,1,11.142857142857142
86,0,0,-0.9087683957319284,-1.6350332781377503,2,1,6.2
87,0,0,-0.21129456355984702,1.1505953618740965,1,0,2.8823529411764706
88,0,0,-0.6762771183412346,-0.24221895813182698,2,2,3.3636363636363638
89,0,0,1.2224016470160979,1.3827310818750838,2,0,4.777777777777778
90,0,1,-1.7224878665993566,0.45418820187113473,0,2,0.7142857142857143
91,0,1,-0.59878002587767,-0.7064903981338014,0,1,4.333333333333333
92,0,1,0.25368799122154057,0.45418820187113473,2,2,4.357142857142857
93,0,1,1.5323900168703564,-1.402897558136763,0,1,15.666666666666666
94,0,1,-0.5600314796458877,-1.402897558136763,1,1,6.666666666666667
95,0,1,0.834916184698275,1.1505953618740965,2,0,4.470588235294118
96,0,1,-1.3737509505133159,-1.402897558136763,0,1,3.1666666666666665
97,0,1,-0.4437858409505408,-0.010083238130839736,1,2,3.5833333333333335
98,0,1,-0.4050372947187585,-1.6350332781377503,1,1,8.8
99,0,1,-1.1025111268908399,-1.402897558136763,1,1,4.333333333333333
100,0,1,-1.2187567655861866,-1.402897558136763,0,1,3.8333333333333335
101,0,1,-1.5674936816722274,-0.010083238130839736,2,2,1.1666666666666667
102,0,1,1.5711385631021386,-0.4743546781328142,0,1,9.5
103,0,1,-0.1725460173280647,-1.1707618381357758,1,1,7.142857142857143
104,0,1,1.0674074620889689,0.9184596418731092,2,0,5.125
105,0,1,-0.1725460173280647,-0.7064903981338014,2,1,5.555555555555555
106,0,1,1.6486356555657031,0.45418820187113473,2,2,6.928571428571429
107,0,1,-0.6375285721094522,-1.1707618381357758,1,1,5.428571428571429
108,0,1,1.2224016470160979,1.3827310818750838,2,0,4.777777777777778
109,0,1,0.02119671383084677,-0.010083238130839736,1,2,4.583333333333333
110,0,1,1.3386472857114449,-0.24221895813182698,1,2,8.090909090909092
111,0,1,-1.2962538580497514,-0.7064903981338014,1,1,2.3333333333333335
112,0,1,0.09869380629441137,-0.010083238130839736,1,2,4.75
113,0,1,-1.3350024042815336,-0.24221895813182698,2,2,1.8181818181818181
114,0,1,-0.05630037863271783,0.45418820187113473,2,2,3.7857142857142856
115,0,1,-0.2500431097916293,-0.010083238130839736,1,2,4.0
116,0,1,-0.3662887484869762,1.3827310818750838,1,0,2.5
117,0,1,1.1449045545525334,0.2220524818701475,0,2,6.461538461538462
118,0,1,-0.3275402022551939,1.3827310818750838,1,0,2.5555555555555554
119,0,1,-0.2887916560234116,-0.24221895813182698,2,2,4.2727272727272725
120,0,1,0.9511618233936219,1.1505953618740965,2,0,4.647058823529412
121,0,1,0.7186705460029281,0.2220524818701475,1,2,5.615384615384615
122,0,1,-0.1725460173280647,-1.402897558136763,0,1,8.333333333333334
123,0,1,-0.8700198495001461,-0.7064903981338014,0,1,3.5555555555555554
124,0,1,-1.1025111268908399,-0.9386261181347887,2,1,3.25
125,0,1,0.09869380629441137,-0.24221895813182698,2,2,5.181818181818182
126,0,1,0.25368799122154057,1.614866801876071,2,0,3.210526315789474
127,0,1,-0.2887916560234116,0.45418820187113473,0,2,3.357142857142857
128,0,1,0.09869380629441137,0.45418820187113473,2,2,4.071428571428571
129,0,1,0.9511618233936219,1.614866801876071,2,0,4.157894736842105
130,0,1,1.4161443781750094,-1.6350332781377503,1,1,18.2
131,0,1,-0.5212829334141054,-1.402897558136763,1,1,6.833333333333333
132,0,1,-0.986265488195493,1.614866801876071,0,0,1.5263157894736843
133,0,1,0.40868217614866975,-1.1707618381357758,2,1,9.285714285714286
134,0,1,0.33118508368510513,-0.9386261181347887,2,1,7.875
135,0,1,0.05994526006262906,0.9184596418731092,1,0,3.5
136,0,1,1.4548929244067916,-1.6350332781377503,1,1,18.4
137,0,1,-0.986265488195493,-1.402897558136763,2,1,4.833333333333333
138,0,1,-0.9087683957319284,-1.402897558136763,1,1,5.166666666666667
139,0,1,-0.3662887484869762,-1.1707618381357758,0,1,6.428571428571429
140,0,1,-0.6375285721094522,0.45418820187113473,0,2,2.7142857142857144
141,0,1,-1.1800082193544044,-0.9386261181347887,0,1,3.0
142,0,1,1.0674074620889689,1.1505953618740965,1,0,4.823529411764706
143,0,1,0.02119671383084677,1.3827310818750838,0,0,3.0555555555555554
144,0,1,0.36993362991688744,-1.1707618381357758,0,1,9.142857142857142
145,0,1,-0.6762771183412346,-1.1707618381357758,0,1,5.285714285714286
146,0,1,0.36993362991688744,-0.24221895813182698,1,2,5.818181818181818
147,0,1,1.0674074620889689,-0.24221895813182698,1,2,7.454545454545454
148,0,1,-0.9087683957319284,-0.4743546781328142,2,1,3.1
149,0,1,1.1449045545525334,0.45418820187113473,1,2,6.0
150,0,1,0.21493944498975825,-0.010083238130839736,0,2,5.0
151,0,1,1.2611501932478804,0.9184596418731092,1,0,5.4375
152,0,1,0.834916184698275,1.614866801876071,2,0,4.0
153,0,1,1.3386472857114449,0.2220524818701475,1,2,6.846153846153846
154,0,1,0.447430722380452,1.3827310818750838,2,0,3.6666666666666665
155,0,1,1.1449045545525334,-1.1707618381357758,1,1,12.0
156,0,1,-0.3275402022551939,0.45418820187113473,1,2,3.2857142857142856
157,0,1,-1.4124994967450981,-1.1707618381357758,2,1,2.5714285714285716
158,0,1,-0.9475169419637106,0.686323921872122,2,0,2.0
159,0,1,-0.017551832400935528,-1.6350332781377503,2,1,10.8
160,0,1,1.2611501932478804,-1.1707618381357758,2,1,12.428571428571429
161,0,1,0.6799219997711458,-1.6350332781377503,0,1,14.4
162,0,1,0.7186705460029281,0.45418820187113473,2,2,5.214285714285714
163,0,1,0.6799219997711458,0.9184596418731092,1,0,4.5
164,0,1,0.4861792686122343,-0.010083238130839736,0,2,5.583333333333333
165,0,1,-1.1800082193544044,-0.010083238130839736,1,2,2.0
166,0,1,-0.13379747109628243,0.45418820187113473,0,2,3.642857142857143
167,0,1,1.4548929244067916,-1.402897558136763,1,1,15.333333333333334
168,0,1,0.6799219997711458,-0.7064903981338014,2,1,8.0
169,0,1,1.2611501932478804,-0.24221895813182698,2,2,7.909090909090909
170,0,1,-0.8312713032683637,0.686323921872122,0,0,2.2
171,0,1,0.5249278148440166,1.3827310818750838,1,0,3.7777777777777777
172,0,1,-0.7925227570365815,1.1505953618740965,2,0,2.0
173,0,1,1.6098871093339209,1.614866801876071,0,0,5.052631578947368
174,0,1,0.21493944498975825,-1.402897558136763,0,1,10.0
175,0,1,-0.4050372947187585,1.614866801876071,0,0,2.3157894736842106
176,0,1,-1.141259673122622,-1.6350332781377503,1,1,5.0
177,0,1,0.09869380629441137,-0.010083238130839736,0,2,4.75
178,0,1,0.17619089875797594,-1.6350332781377503,0,1,11.8
179,0,1,-0.7925227570365815,-0.4743546781328142,1,1,3.4
180,0,2,-0.21129456355984702,-1.402897558136763,2,1,8.166666666666666
181,0,2,0.25368799122154057,0.9184596418731092,0,0,3.8125
182,0,2,-0.59878002587767,0.45418820187113473,0,2,2.7857142857142856
183,0,2,0.6799219997711458,1.1505953618740965,2,0,4.235294117647059
184,0,2,1.493641470638574,-0.7064903981338014,0,1,10.333333333333334
185,0,2,-0.59878002587767,-0.7064903981338014,1,1,4.333333333333333
186,0,2,1.3773958319432271,0.686323921872122,1,0,6.0
187,0,2,0.6411734535393635,1.3827310818750838,2,0,3.9444444444444446
188,0,2,1.1449045545525334,-0.010083238130839736,0,2,7.0
189,0,2,1.7261327480292679,1.614866801876071,0,0,5.2105263157894735
190,0,2,-1.4512480429768806,1.1505953618740965,2,0,1.0
191,0,2,1.4548929244067916,0.686323921872122,2,0,6.133333333333334
192,0,2,1.7261327480292679,1.3827310818750838,2,0,5.5
193,0,2,1.4161443781750094,-0.4743546781328142,1,1,9.1
194,0,2,0.4861792686122343,1.1505953618740965,1,0,3.9411764705882355
195,0,2,0.834916184698275,-1.402897558136763,1,1,12.666666666666666
196,0,2,-0.2500431097916293,-0.24221895813182698,0,2,4.363636363636363
197,0,2,-0.4437858409505408,1.614866801876071,1,0,2.263157894736842
198,0,2,1.1449045545525334,-1.402897558136763,2,1,14.0
199,0,2,-0.59878002587767,1.614866801876071,0,0,2.0526315789473686
200,0,2,0.25368799122154057,-1.1707618381357758,0,1,8.714285714285714
201,0,2,1.1449045545525334,1.3827310818750838,0,0,4.666666666666667
202,0,2,1.5323900168703564,1.614866801876071,2,0,4.947368421052632
203,0,2,0.5249278148440166,-1.6350332781377503,1,1,13.6
204,0,2,0.834916184698275,-0.010083238130839736,1,2,6.333333333333333
205,0,2,-0.5600314796458877,-1.402897558136763,1,1,6.666666666666667
206,0,2,-0.09504892486450012,-1.402897558136763,2,1,8.666666666666666
207,0,2,-0.8312713032683637,-0.010083238130839736,1,2,2.75
208,0,2,-0.4437858409505408,-0.7064903981338014,0,1,4.777777777777778
209,0,2,-0.2500431097916293,-1.1707618381357758,1,1,6.857142857142857
210,0,2,-1.2187567655861866,-0.4743546781328142,0,1,2.3
211,0,2,-1.4512480429768806,1.614866801876071,2,0,0.8947368421052632
212,0,2,1.6486356555657031,-0.24221895813182698,1,2,8.818181818181818
213,0,2,0.9124132771618396,-0.9386261181347887,1,1,9.75
214,0,2,-0.13379747109628243,-0.24221895813182698,0,2,4.636363636363637
215,0,2,-0.4050372947187585,0.45418820187113473,2,2,3.142857142857143
216,0,2,-0.6375285721094522,0.2220524818701475,0,2,2.923076923076923
217,0,2,-0.2500431097916293,-1.402897558136763,2,1,8.0
218,0,2,1.493641470638574,1.614866801876071,2,0,4.894736842105263
219,0,2,-0.9475169419637106,-0.4743546781328142,0,1,3.0
220,0,2,-1.0250140344272753,-0.7064903981338014,0,1,3.111111111111111
221,0,2,-0.13379747109628243,0.9184596418731092,0,0,3.1875
222,0,2,1.0286589158571864,0.45418820187113473,1,2,5.785714285714286
223,0,2,1.0674074620889689,-0.4743546781328142,1,1,8.2
224,0,2,0.8736647309300573,1.1505953618740965,0,0,4.529411764705882
225,0,2,0.40868217614866975,1.1505953618740965,1,0,3.823529411764706
226,0,2,-1.257505311817969,-0.24221895813182698,2,2,2.0
227,0,2,-0.5212829334141054,0.9184596418731092,1,0,2.5625
228,0,2,-0.8312713032683637,1.1505953618740965,1,0,1.9411764705882353
229,0,2,0.5249278148440166,-0.4743546781328142,1,1,6.8
230,0,2,-0.05630037863271783,1.1505953618740965,1,0,3.1176470588235294
231,0,2,-0.1725460173280647,-1.6350332781377503,2,1,10.0
232,0,2,1.1449045545525334,-0.24221895813182698,1,2,7.636363636363637
233,0,2,-1.2187567655861866,1.614866801876071,1,0,1.2105263157894737
234,0,2,-1.5674936816722274,-1.1707618381357758,2,1,2.0
235,0,2,-1.257505311817969,-0.4743546781328142,2,1,2.2
236,0,2,0.09869380629441137,1.614866801876071,1,0,3.0
237,0,2,-1.1025111268908399,-0.010083238130839736,0,2,2.1666666666666665
238,0,2,-0.7537742108047991,-1.402897558136763,1,1,5.833333333333333
239,0,2,-1.2962538580497514,-1.6350332781377503,0,1,4.2
240,0,2,-1.6837393203675743,1.614866801876071,2,0,0.5789473684210527
241,0,2,-0.4825343871823231,0.686323921872122,1,0,2.8
242,0,2,-0.13379747109628243,0.686323921872122,1,0,3.4
243,0,2,-0.09504892486450012,-0.010083238130839736,1,2,4.333333333333333
244,0,2,-0.7925227570365815,1.3827310818750838,0,0,1.8888888888888888
245,0,2,1.0674074620889689,-0.4743546781328142,0,1,8.2
246,0,2,0.9511618233936219,-0.9386261181347887,2,1,9.875
248,0,2,-0.7150256645730169,-0.9386261181347887,1,1,4.5
249,0,2,0.09869380629441137,0.9184596418731092,0,0,3.5625
250,0,2,0.05994526006262906,-1.402897558136763,2,1,9.333333333333334
251,0,2,0.18028677366347048,0.20778225997606437,2,2,4.568194414476162
252,0,2,-0.3275402022551939,1.3827310818750838,2,0,2.5555555555555554
253,0,2,-0.986265488195493,0.45418820187113473,2,2,2.0714285714285716
254,0,2,0.6024249073075812,-0.9386261181347887,1,1,8.75
255,0,2,-0.05630037863271783,-0.4743546781328142,0,1,5.3
256,0,2,1.6098871093339209,-1.6350332781377503,1,1,19.2
257,0,2,0.4861792686122343,1.1505953618740965,0,0,3.9411764705882355
258,0,2,-0.017551832400935528,-1.402897558136763,1,1,9.0
259,0,2,-0.017551832400935528,0.686323921872122,2,0,3.6
260,0,2,-0.7925227570365815,1.3827310818750838,1,0,1.8888888888888888
261,0,2,-0.6762771183412346,-0.9386261181347887,0,1,4.625
262,0,2,-0.13379747109628243,1.3827310818750838,1,0,2.8333333333333335
263,0,2,-0.7925227570365815,0.45418820187113473,0,2,2.4285714285714284
264,0,2,1.1449045545525334,-1.6350332781377503,1,1,16.8
265,0,2,0.7186705460029281,1.3827310818750838,2,0,4.055555555555555
266,0,2,-0.1725460173280647,0.686323921872122,0,0,3.3333333333333335
267,0,2,-0.4437858409505408,0.686323921872122,2,0,2.8666666666666667
268,0,2,0.9124132771618396,0.2220524818701475,0,2,6.0
269,0,2,0.25368799122154057,0.2220524818701475,0,2,4.6923076923076925
270,0,3,-1.0637625806590576,0.9184596418731092,0,0,1.6875
271,0,3,-1.4124994967450981,0.686323921872122,1,0,1.2
272,0,3,0.6799219997711458,1.1505953618740965,0,0,4.235294117647059
274,0,3,0.17619089875797594,-0.010083238130839736,2,2,4.916666666666667
275,0,3,1.4548929244067916,-1.402897558136763,1,1,15.333333333333334
276,0,3,-1.7224878665993566,1.614866801876071,2,0,0.5263157894736842
277,0,3,0.7186705460029281,1.3827310818750838,1,0,4.055555555555555
278,0,3,-1.1800082193544044,1.614866801876071,1,0,1.263157894736842
279,0,3,1.6486356555657031,0.2220524818701475,0,2,7.461538461538462
280,0,3,-0.6762771183412346,0.9184596418731092,1,0,2.3125
281,0,3,1.1449045545525334,0.686323921872122,1,0,5.6
282,0,3,-0.7925227570365815,-0.010083238130839736,0,2,2.8333333333333335
283,0,3,-1.644990774135792,-1.6350332781377503,1,1,2.4
284,0,3,-0.3662887484869762,-0.4743546781328142,2,1,4.5
285,0,3,0.834916184698275,0.686323921872122,2,0,5.066666666666666
286,0,3,0.21493944498975825,0.9184596418731092,0,0,3.75
287,0,3,-0.986265488195493,0.686323921872122,1,0,1.9333333333333333
288,0,3,-1.0637625806590576,1.614866801876071,0,0,1.4210526315789473
289,0,3,-0.4437858409505408,-0.9386261181347887,2,1,5.375
290,0,3,0.18028677366347048,0.20778225997606437,2,2,4.568194414476162
291,0,3,0.6024249073075812,-1.402897558136763,1,1,11.666666666666666
292,0,3,0.6411734535393635,-0.9386261181347887,2,1,8.875
293,0,3,-1.4124994967450981,-0.24221895813182698,0,2,1.6363636363636365
294,0,3,-1.5674936816722274,1.614866801876071,2,0,0.7368421052631579
295,0,3,-0.4050372947187585,1.614866801876071,0,0,2.3157894736842106
296,0,3,0.05994526006262906,-1.402897558136763,1,1,9.333333333333334
297,0,3,0.05994526006262906,-1.6350332781377503,1,1,11.2
298,0,3,0.36993362991688744,1.1505953618740965,0,0,3.764705882352941
299,0,3,-0.9087683957319284,-1.402897558136763,1,1,5.166666666666667
300,0,3,-1.644990774135792,-0.24221895813182698,1,2,1.0909090909090908
301,0,3,1.2998987394796626,0.9184596418731092,2,0,5.5
302,0,3,-0.8700198495001461,0.45418820187113473,0,2,2.2857142857142856
303,0,3,1.2998987394796626,-0.010083238130839736,1,2,7.333333333333333
304,0,3,-0.5212829334141054,1.1505953618740965,0,0,2.411764705882353
305,0,3,1.4161443781750094,-0.24221895813182698,2,2,8.272727272727273
306,0,3,0.447430722380452,-0.010083238130839736,1,2,5.5
307,0,3,-1.0637625806590576,-0.7064903981338014,2,1,3.0
308,0,3,1.5711385631021386,0.45418820187113473,0,2,6.785714285714286
309,0,3,1.6873842017974856,-1.6350332781377503,2,1,19.6
310,0,3,0.02119671383084677,-0.010083238130839736,2,2,4.583333333333333
311,0,3,-0.017551832400935528,-0.9386261181347887,1,1,6.75
312,0,3,-0.3275402022551939,-0.7064903981338014,0,1,5.111111111111111
313,0,3,-1.644990774135792,1.3827310818750838,2,0,0.6666666666666666
314,0,3,1.6098871093339209,-1.1707618381357758,1,1,13.714285714285714
315,0,3,-1.3350024042815336,-1.1707618381357758,0,1,2.857142857142857
316,0,3,-0.986265488195493,1.3827310818750838,1,0,1.6111111111111112
317,0,3,1.2998987394796626,1.3827310818750838,2,0,4.888888888888889
318,0,3,-1.3350024042815336,1.1505953618740965,0,0,1.1764705882352942
319,0,3,-0.6375285721094522,-0.010083238130839736,1,2,3.1666666666666665
320,0,3,1.2611501932478804,1.1505953618740965,1,0,5.117647058823529
321,0,3,-0.4437858409505408,-0.4743546781328142,0,1,4.3
322,0,3,-1.5674936816722274,1.614866801876071,1,0,0.7368421052631579
323,0,3,0.8736647309300573,0.45418820187113473,1,2,5.5
324,0,3,-0.017551832400935528,-0.7064903981338014,1,1,6.0
325,0,3,-0.9475169419637106,-1.402897558136763,2,1,5.0
327,0,3,1.6486356555657031,0.45418820187113473,0,2,6.928571428571429
328,0,3,-0.4050372947187585,-0.010083238130839736,1,2,3.6666666666666665
329,0,3,1.5711385631021386,1.3827310818750838,2,0,5.277777777777778
330,0,3,0.09869380629441137,-0.24221895813182698,1,2,5.181818181818182
331,0,3,1.6486356555657031,-0.24221895813182698,2,2,8.818181818181818
332,0,3,-0.8312713032683637,1.1505953618740965,1,0,1.9411764705882353
333,0,3,0.7574190922347104,0.686323921872122,0,0,4.933333333333334
334,0,3,0.25368799122154057,1.614866801876071,0,0,3.210526315789474
335,0,3,-1.4512480429768806,0.2220524818701475,1,2,1.3076923076923077
336,0,3,0.40868217614866975,0.2220524818701475,0,2,5.0
337,0,3,-0.3662887484869762,-1.402897558136763,2,1,7.5
338,0,3,-0.7925227570365815,-1.1707618381357758,0,1,4.857142857142857
339,0,3,-1.4124994967450981,0.9184596418731092,2,0,1.125
340,0,3,-0.017551832400935528,1.3827310818750838,1,0,3.0
341,0,3,-0.1725460173280647,-0.24221895813182698,0,2,4.545454545454546
342,0,3,-0.2500431097916293,0.686323921872122,2,0,3.2
343,0,3,0.6411734535393635,-0.010083238130839736,0,2,5.916666666666667
344,0,3,-1.0637625806590576,-0.010083238130839736,2,2,2.25
345,0,3,-1.4512480429768806,-1.402897558136763,0,1,2.8333333333333335
346,0,3,0.6024249073075812,0.686323921872122,2,0,4.666666666666667
347,0,3,-1.257505311817969,1.614866801876071,1,0,1.1578947368421053
348,0,3,-1.6062422279040096,0.2220524818701475,2,2,1.0
349,0,3,-1.2187567655861866,-0.9386261181347887,2,1,2.875
350,0,3,1.4548929244067916,-0.7064903981338014,0,1,10.222222222222221
351,0,3,0.18028677366347048,0.20778225997606437,2,2,4.568194414476162
352,0,3,-1.257505311817969,1.614866801876071,0,0,1.1578947368421053
353,0,3,0.9124132771618396,-1.6350332781377503,1,1,15.6
354,0,3,0.40868217614866975,1.3827310818750838,0,0,3.611111111111111
355,0,3,-0.8700198495001461,0.9184596418731092,2,0,2.0
356,0,3,-0.017551832400935528,0.9184596418731092,2,0,3.375
357,0,3,-1.2962538580497514,0.686323921872122,1,0,1.4
358,0,3,-1.141259673122622,-0.010083238130839736,2,2,2.0833333333333335
359,0,3,-0.7150256645730169,0.45418820187113473,1,2,2.5714285714285716
360,0,4,0.13744235252619366,-0.4743546781328142,2,1,5.8
361,0,4,-1.257505311817969,1.1505953618740965,0,0,1.2941176470588236
362,0,4,0.9124132771618396,-0.010083238130839736,2,2,6.5
363,0,4,0.9511618233936219,-0.010083238130839736,1,2,6.583333333333333
364,0,4,-0.6375285721094522,-1.1707618381357758,2,1,5.428571428571429
365,0,4,0.9511618233936219,1.3827310818750838,2,0,4.388888888888889
366,0,4,0.9899103696254041,0.2220524818701475,1,2,6.153846153846154
367,0,4,-0.7537742108047991,-0.4743546781328142,0,1,3.5
368,0,4,-0.8312713032683637,0.686323921872122,1,0,2.2
369,0,4,-0.4437858409505408,-0.9386261181347887,0,1,5.375
370,0,4,0.36993362991688744,-0.4743546781328142,0,1,6.4
371,0,4,0.25368799122154057,-0.4743546781328142,0,1,6.1
372,0,4,0.13744235252619366,-0.010083238130839736,2,2,4.833333333333333
373,0,4,-1.6837393203675743,1.614866801876071,1,0,0.5789473684210527
374,0,4,-1.7224878665993566,0.686323921872122,1,0,0.6666666666666666
375,0,4,-0.1725460173280647,1.3827310818750838,2,0,2.7777777777777777
376,0,4,0.02119671383084677,1.614866801876071,0,0,2.8947368421052633
377,0,4,-0.017551832400935528,1.1505953618740965,1,0,3.176470588235294
378,0,4,0.834916184698275,1.1505953618740965,0,0,4.470588235294118
379,0,4,-1.3350024042815336,0.2220524818701475,0,2,1.5384615384615385
380,0,4,0.7961676384664927,0.9184596418731092,1,0,4.6875
381,0,4,-1.2962538580497514,1.3827310818750838,0,0,1.1666666666666667
382,0,4,-1.257505311817969,-0.7064903981338014,0,1,2.4444444444444446
383,0,4,-0.5600314796458877,-1.1707618381357758,0,1,5.714285714285714
384,0,4,1.6098871093339209,0.686323921872122,1,0,6.4
385,0,4,1.6098871093339209,-0.010083238130839736,1,2,8.0
386,0,4,-1.0250140344272753,0.2220524818701475,0,2,2.1538461538461537
387,0,4,1.6486356555657031,-1.6350332781377503,0,1,19.4
388,0,4,-0.59878002587767,0.2220524818701475,2,2,3.0
389,0,4,-1.2187567655861866,-1.6350332781377503,1,1,4.6
390,0,4,-1.1800082193544044,1.3827310818750838,1,0,1.3333333333333333
391,0,4,1.2224016470160979,0.45418820187113473,1,2,6.142857142857143
392,0,4,-0.6762771183412346,1.3827310818750838,1,0,2.0555555555555554
393,0,4,0.09869380629441137,1.3827310818750838,0,0,3.1666666666666665
394,0,4,-1.2962538580497514,-0.9386261181347887,1,1,2.625
